antecedents,consequents,support,confidence,lift,leverage,conviction,zhangs_metric,is_destination_rule,recommendation_score
['Cost:Moderate'],['Continent:Africa'],0.08863636363636364,0.212998361551065,1.1714909885308575,0.012975206611570242,1.0396189514857106,0.25072112265572744,True,0.24952566112891014
['Continent:Africa'],['Cost:Moderate'],0.08863636363636364,0.4875,1.1714909885308575,0.012975206611570242,1.1392461197339248,0.17891737891737883,False,0.571101856908793
['Season:Spring'],['Continent:Africa'],0.049545454545454545,0.23044397463002114,1.2674418604651163,0.010454545454545452,1.063186813186813,0.26880149593875996,True,0.29207433993805004
['Continent:Africa'],['Season:Spring'],0.049545454545454545,0.27249999999999996,1.267441860465116,0.010454545454545452,1.0790378006872852,0.25790010193679913,False,0.3453779069767441
['Continent:Africa'],['Type:Nature'],0.03590909090909091,0.1975,1.1775067750677508,0.00541322314049587,1.037099971679411,0.18424753867791852,False,0.23255758807588078
['Type:Nature'],['Continent:Africa'],0.03590909090909091,0.21409214092140924,1.1775067750677508,0.00541322314049587,1.0410658307210032,0.18112811011482977,True,0.25209494642371905
['Continent:Africa'],['Type:Religious'],0.03386363636363637,0.18625,1.1319060773480663,0.003946280991735537,1.0266722524787042,0.1424310216256525,False,0.21081750690607734
['Type:Religious'],['Continent:Africa'],0.03386363636363637,0.2058011049723757,1.1319060773480663,0.003946280991735537,1.030197628458498,0.13948631062359873,True,0.23294752144317937
['Quality:Excellent'],['Continent:Africa'],0.04681818181818182,0.20745216515609266,1.1409869083585096,0.0057851239669421545,1.0323437680489775,0.1595800764274582,True,0.2367002045537291
['Continent:Africa'],['Quality:Excellent'],0.04681818181818182,0.2575,1.1409869083585096,0.0057851239669421545,1.0428527701254975,0.15102481121898612,False,0.2938041289023162
['Country:Egypt'],['Continent:Africa'],0.045454545454545456,1.0,5.5,0.0371900826446281,1.0,0.8571428571428571,True,5.5
['Continent:Africa'],['Country:Egypt'],0.045454545454545456,0.25,5.5,0.0371900826446281,1.2727272727272727,1.0,True,1.375
['Country:Kenya'],['Continent:Africa'],0.045454545454545456,1.0,5.5,0.0371900826446281,1.0,0.8571428571428571,True,5.5
['Continent:Africa'],['Country:Kenya'],0.045454545454545456,0.25,5.5,0.0371900826446281,1.2727272727272727,1.0,True,1.375
['Country:Morocco'],['Continent:Africa'],0.045454545454545456,1.0,5.5,0.0371900826446281,1.0,0.8571428571428571,True,5.5
['Continent:Africa'],['Country:Morocco'],0.045454545454545456,0.25,5.5,0.0371900826446281,1.2727272727272727,1.0,True,1.375
['Continent:Africa'],['Country:South Africa'],0.045454545454545456,0.25,5.5,0.0371900826446281,1.2727272727272727,1.0,True,1.375
['Country:South Africa'],['Continent:Africa'],0.045454545454545456,1.0,5.5,0.0371900826446281,1.0,0.8571428571428571,True,5.5
['Continent:Asia'],['Cost:Budget'],0.02909090909090909,0.128,1.2742081447963802,0.006260330578512399,1.0315888240200166,0.27849264705882365,False,0.16309864253393666
['Cost:Budget'],['Continent:Asia'],0.02909090909090909,0.2895927601809955,1.2742081447963802,0.006260330578512399,1.0877243775332948,0.23923067205659435,True,0.36900145369668935
['Continent:Asia'],['Season:Summer'],0.06409090909090909,0.282,1.068733850129199,0.004121900826446284,1.025259559382122,0.08322903629536928,False,0.3013829457364341
['Season:Summer'],['Continent:Asia'],0.06409090909090909,0.24289405684754523,1.068733850129199,0.004121900826446284,1.0206329506670804,0.08736607700038763,True,0.2595891005481775
['Continent:Asia'],['Type:Adventure'],0.042727272727272725,0.188,1.0841415465268678,0.00331611570247934,1.0179690998656516,0.10043804755944935,False,0.20381861074705115
['Type:Adventure'],['Continent:Asia'],0.042727272727272725,0.24639580602883354,1.0841415465268676,0.00331611570247934,1.0253754940711464,0.09389314316803074,True,0.2671279302058337
['Continent:Asia'],['Type:Beach'],0.037954545454545456,0.167,1.061849710982659,0.002210743801652891,1.0116773982320202,0.07537865445579424,False,0.17732890173410407
['Type:Beach'],['Continent:Asia'],0.037954545454545456,0.2413294797687861,1.0618497109826588,0.002210743801652891,1.0185281385281386,0.06911742857327412,True,0.25625563834408094
['Continent:Asia'],['Type:City'],0.04045454545454545,0.178,1.0773039889958735,0.002902892561983471,1.015538597655386,0.09286186384666226,False,0.19176011004126547
['Type:City'],['Continent:Asia'],0.04045454545454545,0.24484181568088031,1.0773039889958733,0.002902892561983471,1.023265441298228,0.0859597977344546,True,0.26376906470600475
['Continent:Asia'],['Type:Religious'],0.03909090909090909,0.17200000000000001,1.045303867403315,0.001694214876033058,1.0090030742204656,0.05608755129958961,False,0.17979226519337022
['Type:Religious'],['Continent:Asia'],0.03909090909090909,0.23756906077348067,1.045303867403315,0.001694214876033058,1.0135046113306982,0.051876407622036096,True,0.24833185800189253
['Continent:Asia'],['Quality:Good'],0.12136363636363637,0.534,1.0617261635788524,0.007055785123966957,1.0666211470932503,0.07523683630755688,False,0.5669617713511073
['Quality:Good'],['Continent:Asia'],0.12136363636363637,0.24130140081337553,1.0617261635788524,0.007055785123966957,1.018490443445774,0.116966275009462,True,0.2561960105517882
['Continent:Asia'],['Country:China'],0.045454545454545456,0.2,4.4,0.03512396694214876,1.1931818181818181,1.0,True,0.8800000000000001
['Country:China'],['Continent:Asia'],0.045454545454545456,1.0,4.4,0.03512396694214876,1.0,0.8095238095238095,True,4.4
['Continent:Asia'],['Country:India'],0.045454545454545456,0.2,4.4,0.03512396694214876,1.1931818181818181,1.0,True,0.8800000000000001
['Country:India'],['Continent:Asia'],0.045454545454545456,1.0,4.4,0.03512396694214876,1.0,0.8095238095238095,True,4.4
['Continent:Asia'],['Country:Japan'],0.045454545454545456,0.2,4.4,0.03512396694214876,1.1931818181818181,1.0,True,0.8800000000000001
['Country:Japan'],['Continent:Asia'],0.045454545454545456,1.0,4.4,0.03512396694214876,1.0,0.8095238095238095,True,4.4
['Continent:Asia'],['Country:Thailand'],0.045454545454545456,0.2,4.4,0.03512396694214876,1.1931818181818181,1.0,True,0.8800000000000001
['Country:Thailand'],['Continent:Asia'],0.045454545454545456,1.0,4.4,0.03512396694214876,1.0,0.8095238095238095,True,4.4
['Continent:Asia'],['Country:Vietnam'],0.045454545454545456,0.2,4.4,0.03512396694214876,1.1931818181818181,1.0,True,0.8800000000000001
['Country:Vietnam'],['Continent:Asia'],0.045454545454545456,1.0,4.4,0.03512396694214876,1.0,0.8095238095238095,True,4.4
['Cost:Budget'],['Continent:Europe'],0.023863636363636365,0.23755656108597287,1.0452488687782806,0.001033057851239673,1.0134879956838414,0.0481243533290023,True,0.24830572674597165
['Continent:Europe'],['Cost:Budget'],0.023863636363636365,0.10500000000000001,1.0452488687782806,0.001033057851239673,1.005078720162519,0.05602240896358562,False,0.10975113122171948
['Cost:Expensive'],['Continent:Europe'],0.10954545454545454,0.24039900249376558,1.0577556109725685,0.0059814049586776885,1.0172804870769414,0.10031271927165,True,0.25428339375998904
['Continent:Europe'],['Cost:Expensive'],0.10954545454545454,0.482,1.0577556109725685,0.0059814049586776885,1.0508073008073007,0.07066145960458875,False,0.509838204488778
['Cost:Luxury'],['Continent:Europe'],0.010227272727272727,0.3688524590163934,1.622950819672131,0.003925619834710743,1.2243211334120423,0.39478468650979165,True,0.5986294006987368
['Season:Spring'],['Continent:Europe'],0.057272727272727274,0.266384778012685,1.172093023255814,0.008409090909090915,1.053314121037464,0.18703872207056932,True,0.31222773981021684
['Continent:Europe'],['Season:Spring'],0.057272727272727274,0.252,1.172093023255814,0.008409090909090915,1.0494652406417113,0.19000933706816073,False,0.29536744186046515
['Season:Summer'],['Continent:Europe'],0.060227272727272727,0.22825150732127478,1.0043066322136092,0.00025826446280992343,1.0012682629870129,0.005825231407317793,True,0.22923450261550943
['Continent:Europe'],['Season:Summer'],0.060227272727272727,0.265,1.004306632213609,0.00025826446280992343,1.0015460729746444,0.005549389567147745,False,0.2661412575366064
['Type:Adventure'],['Continent:Europe'],0.04181818181818182,0.24115334207077327,1.0610747051114024,0.002407024793388432,1.0182917255456114,0.0696345530836452,True,0.2558817113243749
['Continent:Europe'],['Type:Adventure'],0.04181818181818182,0.184,1.0610747051114024,0.002407024793388432,1.012979055258467,0.07448849104859341,False,0.19523774574049804
['Type:Historical'],['Continent:Europe'],0.04681818181818182,0.2724867724867725,1.198941798941799,0.007768595041322317,1.0621487603305786,0.20035595153091137,True,0.3266957811931357
['Continent:Europe'],['Type:Historical'],0.04681818181818182,0.20600000000000002,1.198941798941799,0.007768595041322317,1.0430501488435997,0.2147344374643062,False,0.2469820105820106
['Continent:Europe'],['Type:Nature'],0.03931818181818182,0.17300000000000001,1.0314363143631438,0.0011983471074380192,1.0063757282620645,0.0394423665419926,False,0.17843848238482388
['Type:Nature'],['Continent:Europe'],0.03931818181818182,0.23441734417344176,1.0314363143631438,0.0011983471074380192,1.0093322606596942,0.036620438624460634,True,0.24178656149705136
['Continent:Europe'],['Type:Religious'],0.038181818181818185,0.168,1.0209944751381215,0.00078512396694215,1.004152097902098,0.026610644257703122,False,0.17152707182320442
['Type:Religious'],['Continent:Europe'],0.038181818181818185,0.23204419889502764,1.0209944751381217,0.00078512396694215,1.0062132112491826,0.02461267423182552,True,0.23691584505967467
['Heritage:UNESCO'],['Continent:Europe'],0.15568181818181817,0.23735273735273735,1.0443520443520444,0.006611570247933879,1.013217132708273,0.12342226807702311,True,0.24787981648688512
['Continent:Europe'],['Heritage:UNESCO'],0.15568181818181817,0.6849999999999999,1.0443520443520442,0.006611570247933879,1.0923520923520922,0.05495920996135677,False,0.7153811503811502
['Quality:Excellent'],['Continent:Europe'],0.05227272727272727,0.23162134944612284,1.0191339375629405,0.000981404958677684,1.0056594781365422,0.024246755401283758,True,0.23605317788466895
['Continent:Europe'],['Quality:Excellent'],0.05227272727272727,0.22999999999999998,1.0191339375629405,0.000981404958677684,1.005608028335301,0.024296675191815813,False,0.2344008056394763
['Quality:Average'],['Continent:Europe'],0.06227272727272727,0.22948073701842545,1.009715242881072,0.0005991735537190096,1.0028656126482212,0.013205167318576969,True,0.23171019811508686
['Continent:Europe'],['Quality:Average'],0.06227272727272727,0.274,1.009715242881072,0.0005991735537190096,1.0036313548710243,0.01245169600686993,False,0.27666197654941377
['Country:France'],['Continent:Europe'],0.045454545454545456,1.0,4.4,0.03512396694214876,1.0,0.8095238095238095,True,4.4
['Continent:Europe'],['Country:France'],0.045454545454545456,0.2,4.4,0.03512396694214876,1.1931818181818181,1.0,True,0.8800000000000001
['Country:Germany'],['Continent:Europe'],0.045454545454545456,1.0,4.4,0.03512396694214876,1.0,0.8095238095238095,True,4.4
['Continent:Europe'],['Country:Germany'],0.045454545454545456,0.2,4.4,0.03512396694214876,1.1931818181818181,1.0,True,0.8800000000000001
['Country:Greece'],['Continent:Europe'],0.045454545454545456,1.0,4.4,0.03512396694214876,1.0,0.8095238095238095,True,4.4
['Continent:Europe'],['Country:Greece'],0.045454545454545456,0.2,4.4,0.03512396694214876,1.1931818181818181,1.0,True,0.8800000000000001
['Country:Italy'],['Continent:Europe'],0.045454545454545456,1.0,4.4,0.03512396694214876,1.0,0.8095238095238095,True,4.4
['Continent:Europe'],['Country:Italy'],0.045454545454545456,0.2,4.4,0.03512396694214876,1.1931818181818181,1.0,True,0.8800000000000001
['Continent:Europe'],['Country:Spain'],0.045454545454545456,0.2,4.4,0.03512396694214876,1.1931818181818181,1.0,True,0.8800000000000001
['Country:Spain'],['Continent:Europe'],0.045454545454545456,1.0,4.4,0.03512396694214876,1.0,0.8095238095238095,True,4.4
['Continent:North America'],['Cost:Moderate'],0.05818181818181818,0.4266666666666667,1.0253049335517932,0.0014359504132231415,1.0183668076109937,0.02857730263157897,False,0.4374634383154318
['Cost:Moderate'],['Continent:North America'],0.05818181818181818,0.13981430912069906,1.0253049335517932,0.0014359504132231415,1.004011544011544,0.04227082522382253,True,0.14335230092258822
['Cost:Expensive'],['Continent:North America'],0.06545454545454546,0.14364089775561098,1.0533665835411472,0.003316115702479347,1.0084979086143908,0.09307585247042471,True,0.15130652172561118
['Continent:North America'],['Cost:Expensive'],0.06545454545454546,0.4800000000000001,1.0533665835411474,0.003316115702479347,1.0467657342657344,0.05866228070175452,False,0.5056159600997508
['Continent:North America'],['Season:Autumn'],0.04386363636363636,0.32166666666666666,1.2415204678362572,0.008533057851239673,1.0922492740674559,0.22525224979547326,False,0.3993557504873294
['Season:Autumn'],['Continent:North America'],0.04386363636363636,0.1692982456140351,1.2415204678362575,0.008533057851239673,1.0396467313045983,0.2625639721542326,True,0.21018723709859446
['Season:Winter'],['Continent:North America'],0.038636363636363635,0.1474414570685169,1.0812373518357907,0.0029028925619834778,1.0129936187921946,0.10181343864925112,True,0.15941921059157366
['Continent:North America'],['Season:Winter'],0.038636363636363635,0.2833333333333333,1.0812373518357907,0.0029028925619834778,1.0297040169133194,0.08699690402476801,False,0.3063505830201407
['Continent:North America'],['Type:Adventure'],0.02431818181818182,0.17833333333333334,1.0283966797728266,0.0006714876033057891,1.0059929928084088,0.03197245450073802,False,0.18339740789282075
['Type:Adventure'],['Continent:North America'],0.02431818181818182,0.1402359108781127,1.0283966797728266,0.0006714876033057891,1.0045038802660753,0.03340536901369383,True,0.14421814513196912
['Continent:North America'],['Type:Beach'],0.02340909090909091,0.1716666666666667,1.0915221579961465,0.0019628099173553716,1.0173769892079751,0.09708737864077668,False,0.18737797045600518
['Type:Beach'],['Continent:North America'],0.02340909090909091,0.14884393063583815,1.0915221579961465,0.0019628099173553716,1.0146627565982405,0.09949623485300738,True,0.1624664483722588
['Quality:Excellent'],['Continent:North America'],0.03340909090909091,0.14803625377643506,1.0855991943605239,0.0026342975206611607,1.0137008381689232,0.10183116393020386,True,0.16070803783584797
['Continent:North America'],['Quality:Excellent'],0.03340909090909091,0.24500000000000002,1.0855991943605239,0.0026342975206611607,1.0255869957856711,0.0912996777658433,False,0.26597180261832837
['Continent:North America'],['Quality:Average'],0.03704545454545455,0.2716666666666667,1.0011166945840315,4.1322314049595243e-05,1.0004160599126275,0.0012915724895062382,False,0.27197003536199527
['Quality:Average'],['Continent:North America'],0.03704545454545455,0.13651591289782244,1.0011166945840313,4.1322314049595243e-05,1.0001763512917732,0.001530871946389178,True,0.13666835947838954
['Continent:North America'],['Country:Canada'],0.045454545454545456,0.33333333333333337,7.333333333333334,0.03925619834710744,1.4318181818181819,1.0,True,2.444444444444445
['Country:Canada'],['Continent:North America'],0.045454545454545456,1.0,7.333333333333334,0.03925619834710744,1.0,0.9047619047619048,True,7.333333333333334
['Country:Mexico'],['Continent:North America'],0.045454545454545456,1.0,7.333333333333334,0.03925619834710744,1.0,0.9047619047619048,True,7.333333333333334
['Continent:North America'],['Country:Mexico'],0.045454545454545456,0.33333333333333337,7.333333333333334,0.03925619834710744,1.4318181818181819,1.0,True,2.444444444444445
['Continent:North America'],['Country:USA'],0.045454545454545456,0.33333333333333337,7.333333333333334,0.03925619834710744,1.4318181818181819,1.0,True,2.444444444444445
['Country:USA'],['Continent:North America'],0.045454545454545456,1.0,7.333333333333334,0.03925619834710744,1.0,0.9047619047619048,True,7.333333333333334
['Continent:Oceania'],['Cost:Expensive'],0.04431818181818182,0.4875,1.0698254364089774,0.0028925619834710703,1.0620842572062086,0.07179487179487169,False,0.5215399002493765
['Continent:Oceania'],['Season:Summer'],0.028181818181818183,0.31,1.1748492678725238,0.00419421487603306,1.0668642951251648,0.16370967741935494,False,0.36420327304048233
['Season:Summer'],['Continent:Oceania'],0.028181818181818183,0.10680447889750216,1.1748492678725238,0.00419421487603306,1.0177960901201017,0.2021731119720345,True,0.12547916383823682
['Continent:Oceania'],['Season:Winter'],0.02590909090909091,0.285,1.0875975715524717,0.002086776859504133,1.0321042593769867,0.08859649122807021,False,0.3099653078924544
